,track_id,track_name,track_popularity,artist_id,artist_name,album_id,album_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
0,4nTrxp4aH0g2yLVPkFmljF,"Vida Loka, Pt. 2",64,29CQLw9uLWsl8Qkz9holfr,Racionais MC's,4HcPzKyKVtcZCwJgesoZWn,"Nada Como um Dia Após o Outro Dia, Vol. 1 & 2",0.655,0.653,1,-7.2,0,0.273,0.133,0.00813,0.203,0.433,82.1,350560,4
1,6m8AgjfI28ER6odzMxmHtR,"Vida Loka, Pt. 1",65,29CQLw9uLWsl8Qkz9holfr,Racionais MC's,4HcPzKyKVtcZCwJgesoZWn,"Nada Como um Dia Após o Outro Dia, Vol. 1 & 2",0.569,0.592,4,-8.557,1,0.39,0.544,0.0,0.79,0.752,82.38,303560,4
2,3ytXzEJFeVydFfmUhHvti8,Negro Drama,64,29CQLw9uLWsl8Qkz9holfr,Racionais MC's,4HcPzKyKVtcZCwJgesoZWn,"Nada Como um Dia Após o Outro Dia, Vol. 1 & 2",0.858,0.733,7,-7.292,0,0.305,0.275,0.0,0.152,0.801,157.38,411867,4
3,5wZUvwWGKaZ6NG8yckZcTM,Jesus Chorou,63,29CQLw9uLWsl8Qkz9holfr,Racionais MC's,4HcPzKyKVtcZCwJgesoZWn,"Nada Como um Dia Após o Outro Dia, Vol. 1 & 2",0.796,0.824,11,-5.448,0,0.355,0.155,2.47e-05,0.355,0.75,167.926,471253,4
4,4mZu6NuOntvYZqCZPrxTqT,A Vida É Desafio,61,29CQLw9uLWsl8Qkz9holfr,Racionais MC's,4HcPzKyKVtcZCwJgesoZWn,"Nada Como um Dia Após o Outro Dia, Vol. 1 & 2",0.702,0.918,0,-5.352,1,0.416,0.81,0.0,0.203,0.555,151.42,433200,4
5,7wglwZzZoWUr8sOECwpu6L,Diário de um Detento,61,29CQLw9uLWsl8Qkz9holfr,Racionais MC's,1UzrzuOmZfBgXyS3pgKD10,Sobrevivendo no Inferno,0.903,0.526,10,-10.069,0,0.334,0.603,0.0,0.0973,0.766,87.005,451000,4
6,77ZXEJcwC7r4gfodNwERJz,Da Ponte pra Cá,61,29CQLw9uLWsl8Qkz9holfr,Racionais MC's,4HcPzKyKVtcZCwJgesoZWn,"Nada Como um Dia Após o Outro Dia, Vol. 1 & 2",0.742,0.728,10,-5.563,0,0.608,0.107,0.0,0.0848,0.695,79.921,527360,4
7,6Wt61AZLG0bN2KasopE2sj,"Capítulo 4, Versículo 3",60,29CQLw9uLWsl8Qkz9holfr,Racionais MC's,1UzrzuOmZfBgXyS3pgKD10,Sobrevivendo no Inferno,0.625,0.515,8,-9.187,0,0.415,0.0269,0.0,0.0839,0.903,87.841,486560,4
8,2tR8iLdCeYhVcyPZvN6T7X,Estilo Cachorro,60,29CQLw9uLWsl8Qkz9holfr,Racionais MC's,4HcPzKyKVtcZCwJgesoZWn,"Nada Como um Dia Após o Outro Dia, Vol. 1 & 2",0.819,0.721,1,-4.295,1,0.344,0.483,0.0,0.188,0.728,86.042,377613,4
9,33UECsx4DcDRampb2ah316,Eu Sou 157,60,29CQLw9uLWsl8Qkz9holfr,Racionais MC's,4HcPzKyKVtcZCwJgesoZWn,"Nada Como um Dia Após o Outro Dia, Vol. 1 & 2",0.904,0.605,10,-5.873,0,0.279,0.15,0.0,0.0684,0.749,85.983,529733,4
10,10CaXTAohMFQeFWZGfnGyC,Homem na Estrada,54,29CQLw9uLWsl8Qkz9holfr,Racionais MC's,2QMZRtm35gtG3ZJs0yl9EM,Raio X do Brasil,0.746,0.517,7,-14.511,1,0.304,0.299,0.0,0.733,0.869,155.04,521827,4
11,5G1T3Cj4vP7uiGMUb278ut,Sou + Você,54,29CQLw9uLWsl8Qkz9holfr,Racionais MC's,4HcPzKyKVtcZCwJgesoZWn,"Nada Como um Dia Após o Outro Dia, Vol. 1 & 2",0.603,0.687,4,-9.872,0,0.738,0.927,0.0,0.65,0.321,110.187,108427,3
12,4QsfSMCOEmTbPzHCCLbhgr,Formula Mágica de Paz,54,29CQLw9uLWsl8Qkz9holfr,Racionais MC's,1UzrzuOmZfBgXyS3pgKD10,Sobrevivendo no Inferno,0.633,0.586,6,-9.045,1,0.183,0.646,2.17e-06,0.854,0.89,73.31,639560,4
13,63piuNbKgyASwtlj3kq4ye,Tô Ouvindo Alguém Me Chamar,53,29CQLw9uLWsl8Qkz9holfr,Racionais MC's,1UzrzuOmZfBgXyS3pgKD10,Sobrevivendo no Inferno,0.755,0.724,11,-8.862,1,0.27,0.582,0.0,0.244,0.751,83.813,672773,4
14,6CI6QHlg9ejvkWOTOni5oX,Expresso da Meia-Noite,53,29CQLw9uLWsl8Qkz9holfr,Racionais MC's,4HcPzKyKVtcZCwJgesoZWn,"Nada Como um Dia Após o Outro Dia, Vol. 1 & 2",0.821,0.457,1,-7.341,1,0.42,0.139,0.0,0.152,0.0944,85.593,321547,4
15,6G6FR1CEiuwkEbp33ryGAY,Mágico de Oz,53,29CQLw9uLWsl8Qkz9holfr,Racionais MC's,1UzrzuOmZfBgXyS3pgKD10,Sobrevivendo no Inferno,0.575,0.634,6,-7.079,0,0.36,0.461,0.0,0.3,0.783,79.316,456840,4
16,0VQ1mXWqoXynNmc0wdligL,"1 por Amor, 2 por Dinheiro",52,29CQLw9uLWsl8Qkz9holfr,Racionais MC's,4HcPzKyKVtcZCwJgesoZWn,"Nada Como um Dia Após o Outro Dia, Vol. 1 & 2",0.842,0.686,10,-4.52,0,0.359,0.142,0.0,0.377,0.81,92.984,418560,4
17,29JxbOQf5YFFpqWgNauToo,Crime Vai e Vem,51,29CQLw9uLWsl8Qkz9holfr,Racionais MC's,4HcPzKyKVtcZCwJgesoZWn,"Nada Como um Dia Após o Outro Dia, Vol. 1 & 2",0.592,0.683,1,-6.509,1,0.414,0.378,0.0,0.657,0.87,83.459,475773,1
18,5MYKqp6J8rstffAQBCE2nl,Mil Faces de um Homem Leal (Marighella),49,29CQLw9uLWsl8Qkz9holfr,Racionais MC's,1hqniVJju4Nj9qGJR2ZeIR,Mil Faces de um Homem Leal (Marighella),0.716,0.716,1,-8.52,1,0.382,0.622,0.0,0.427,0.378,95.1,598737,4
19,2ki0ZW9m5HIAdALRldfXM1,A Vítima,50,29CQLw9uLWsl8Qkz9holfr,Racionais MC's,4HcPzKyKVtcZCwJgesoZWn,"Nada Como um Dia Após o Outro Dia, Vol. 1 & 2",0.861,0.52,1,-8.458,1,0.26,0.285,1.88e-05,0.129,0.675,82.342,440000,4
20,5hkLnjLwFQtSa1I0IZ7mzZ,Fim de Semana no Parque,48,29CQLw9uLWsl8Qkz9holfr,Racionais MC's,2QMZRtm35gtG3ZJs0yl9EM,Raio X do Brasil,0.653,0.55,5,-14.451,0,0.364,0.11,0.0,0.8,0.296,175.594,467600,4
21,6aJkwHHjSLbSe9T07ulltq,Cores & Valores,48,29CQLw9uLWsl8Qkz9holfr,Racionais MC's,1CYfSGAq6xQNF5V8CAeP7m,Cores & Valores,0.645,0.48,2,-9.253,1,0.321,0.0631,0.0,0.101,0.227,105.495,76087,5
22,5VW3BRwYhsqfZYRi90UzfR,Eu Compro,47,29CQLw9uLWsl8Qkz9holfr,Racionais MC's,1CYfSGAq6xQNF5V8CAeP7m,Cores & Valores,0.761,0.458,1,-6.618,1,0.402,0.146,0.0,0.335,0.523,76.481,213979,4
23,6hxdEJHw5qPaA4r0GFGkhj,Qual Mentira Vou Acreditar,48,29CQLw9uLWsl8Qkz9holfr,Racionais MC's,1UzrzuOmZfBgXyS3pgKD10,Sobrevivendo no Inferno,0.901,0.52,1,-10.203,1,0.312,0.0257,0.0,0.443,0.806,89.993,461200,4
24,5G4rIw7lHwmxQUADg2lnWo,Você Me Deve,46,29CQLw9uLWsl8Qkz9holfr,Racionais MC's,1CYfSGAq6xQNF5V8CAeP7m,Cores & Valores,0.748,0.646,6,-5.792,1,0.124,0.109,0.0,0.208,0.563,89.985,159902,4
25,1gD4sDZi8BaHunIj4zNF8B,Preto Zica,47,29CQLw9uLWsl8Qkz9holfr,Racionais MC's,1CYfSGAq6xQNF5V8CAeP7m,Cores & Valores,0.742,0.606,1,-7.277,0,0.222,0.0598,0.00028,0.14,0.582,85.005,123370,4
26,0YyZBGbZYAuEFu473MiyjQ,Jorge da Capadócia,48,29CQLw9uLWsl8Qkz9holfr,Racionais MC's,1UzrzuOmZfBgXyS3pgKD10,Sobrevivendo no Inferno,0.619,0.33,0,-12.105,1,0.0467,0.181,0.0187,0.136,0.208,113.629,167733,4
27,57DmIl4WnkUplQrUWZqonY,Quanto Vale o Show,45,29CQLw9uLWsl8Qkz9holfr,Racionais MC's,1CYfSGAq6xQNF5V8CAeP7m,Cores & Valores,0.492,0.849,4,-6.991,0,0.33,0.078,0.0,0.146,0.696,94.081,172606,4
28,0YG19EaGbGtN7m8xVzgEGv,Negro Drama (Ao Vivo),45,29CQLw9uLWsl8Qkz9holfr,Racionais MC's,4QvlTHd5GdQje8nxm9Bude,1000 Trutas 1000 Tretas (Ao Vivo),0.682,0.948,10,-3.284,0,0.357,0.406,0.0,0.905,0.775,79.769,318760,4
29,6NKchtT70MibwEZfK2ksjl,Fim de Semana no Parque,44,29CQLw9uLWsl8Qkz9holfr,Racionais MC's,3RwDSMSj82TPDkKMnamGeZ,Raio X do Brasil,0.658,0.554,5,-14.467,0,0.35,0.108,0.0,0.82,0.312,175.611,467600,4
30,4aVBWmgp19jJJkUGN7mypV,Formula Mágica da Paz (Ao Vivo),44,29CQLw9uLWsl8Qkz9holfr,Racionais MC's,4QvlTHd5GdQje8nxm9Bude,1000 Trutas 1000 Tretas (Ao Vivo),0.556,0.944,1,-3.955,1,0.353,0.495,0.0,0.915,0.639,148.579,680880,4
31,7eJJzgVek3LoAYcK37ieeZ,A Vida É Desafio (Ao Vivo),44,29CQLw9uLWsl8Qkz9holfr,Racionais MC's,4QvlTHd5GdQje8nxm9Bude,1000 Trutas 1000 Tretas (Ao Vivo),0.377,0.959,0,-4.388,1,0.56,0.447,0.0,0.89,0.458,76.996,404880,4
32,2igfCmo0TuciHyKMB8zWrr,Vivão e Vivendo,43,29CQLw9uLWsl8Qkz9holfr,Racionais MC's,4HcPzKyKVtcZCwJgesoZWn,"Nada Como um Dia Após o Outro Dia, Vol. 1 & 2",0.495,0.886,11,-3.737,0,0.474,0.591,0.0,0.615,0.864,172.997,117667,4
33,6ieCyW9A3EzOtXChxJwXsh,Tempos Difíceis,40,29CQLw9uLWsl8Qkz9holfr,Racionais MC's,5xQx7NRZ0P9s03owKob8iP,Holocausto Urbano,0.86,0.458,6,-12.939,0,0.374,0.0423,0.000541,0.112,0.704,88.804,243933,4
34,6uNitskNYppKgkaQQgjKmZ,Panico na Zona Sul,40,29CQLw9uLWsl8Qkz9holfr,Racionais MC's,2QMZRtm35gtG3ZJs0yl9EM,Raio X do Brasil,0.814,0.71,6,-12.691,0,0.238,0.0745,0.000211,0.0987,0.705,94.596,278333,4
35,1eluAGIOxgYMXOpT8UHJHz,Hey Boy,39,29CQLw9uLWsl8Qkz9holfr,Racionais MC's,5xQx7NRZ0P9s03owKob8iP,Holocausto Urbano,0.735,0.569,8,-13.85,1,0.498,0.0258,0.0,0.0719,0.65,171.469,310773,4
36,0TYKO6toBeKLbyD18AVTNU,Na Fé Firmão,43,29CQLw9uLWsl8Qkz9holfr,Racionais MC's,4HcPzKyKVtcZCwJgesoZWn,"Nada Como um Dia Após o Outro Dia, Vol. 1 & 2",0.873,0.765,11,-5.254,1,0.437,0.557,0.0,0.0592,0.948,90.014,365133,4
37,0zGuJbbRk2QV18xHxvHB1Z,Racistas Otários,39,29CQLw9uLWsl8Qkz9holfr,Racionais MC's,5xQx7NRZ0P9s03owKob8iP,Holocausto Urbano,0.771,0.318,6,-13.82,0,0.552,0.0089,0.0,0.0639,0.921,173.152,345227,4
38,3tuMjoF61Uo54BPVzV4e0d,Otus 500,41,29CQLw9uLWsl8Qkz9holfr,Racionais MC's,4HcPzKyKVtcZCwJgesoZWn,"Nada Como um Dia Após o Outro Dia, Vol. 1 & 2",0.931,0.763,11,-5.078,0,0.291,0.408,0.0,0.214,0.683,94.986,131253,4
39,1UpUrh85poGgna4yamzSjl,"Vida Loka, Pt. 1 (Ao Vivo)",40,29CQLw9uLWsl8Qkz9holfr,Racionais MC's,4QvlTHd5GdQje8nxm9Bude,1000 Trutas 1000 Tretas (Ao Vivo),0.461,0.876,9,-3.481,1,0.409,0.498,0.0,0.392,0.638,79.163,202173,4
40,16oVqtzrcrdzQvtIRnA2Wx,De Volta À Cena,41,29CQLw9uLWsl8Qkz9holfr,Racionais MC's,4HcPzKyKVtcZCwJgesoZWn,"Nada Como um Dia Após o Outro Dia, Vol. 1 & 2",0.794,0.752,9,-7.935,1,0.853,0.567,0.0,0.479,0.32,158.133,121853,4
41,6N2v3qyuXnr6ZXnIAjCQmC,Da Ponte prá Cá (Ao Vivo),41,29CQLw9uLWsl8Qkz9holfr,Racionais MC's,4QvlTHd5GdQje8nxm9Bude,1000 Trutas 1000 Tretas (Ao Vivo),0.63,0.892,1,-4.382,1,0.386,0.219,0.0,0.373,0.672,79.312,265587,4
42,38OUI3LwDXtWKzWhRAqxL4,Voz Átiva - Versão Radio,38,29CQLw9uLWsl8Qkz9holfr,Racionais MC's,4wtgvCPdYPKF8yYPmRiW6a,Escolha o Seu Caminho,0.79,0.877,11,-9.699,0,0.118,0.115,0.0,0.145,0.913,91.23,309760,4
43,2DMZHED8zAzmrSUgGXgsB9,Jesus Chorou (Ao Vivo),42,29CQLw9uLWsl8Qkz9holfr,Racionais MC's,4QvlTHd5GdQje8nxm9Bude,1000 Trutas 1000 Tretas (Ao Vivo),0.687,0.91,11,-4.772,0,0.321,0.0957,0.0,0.515,0.653,84.602,467213,4
44,0Tt4zit1zJixRlx7khGgs3,Rapaz Comum,41,29CQLw9uLWsl8Qkz9holfr,Racionais MC's,1UzrzuOmZfBgXyS3pgKD10,Sobrevivendo no Inferno,0.768,0.807,1,-8.631,1,0.236,0.371,0.0,0.358,0.832,81.722,379467,4
45,2BHVgfv7zMJyYRjNN8YZ4i,Eu Sou 157 (Ao Vivo),41,29CQLw9uLWsl8Qkz9holfr,Racionais MC's,4QvlTHd5GdQje8nxm9Bude,1000 Trutas 1000 Tretas (Ao Vivo),0.764,0.891,7,-4.237,1,0.301,0.309,0.0,0.98,0.692,86.974,424947,4
46,1ILIIkMp9moWcLNgPk8lZ3,"Vida Loka, Pt. 2 (Ao Vivo)",40,29CQLw9uLWsl8Qkz9holfr,Racionais MC's,4QvlTHd5GdQje8nxm9Bude,1000 Trutas 1000 Tretas (Ao Vivo),0.35,0.923,1,-4.24,0,0.361,0.375,0.000364,0.123,0.594,81.08,359800,4
47,2u9TNvu3s7bvuzluO18B0P,Somos o Que Somos,40,29CQLw9uLWsl8Qkz9holfr,Racionais MC's,1CYfSGAq6xQNF5V8CAeP7m,Cores & Valores,0.419,0.606,1,-5.421,1,0.355,0.391,0.0,0.438,0.219,84.38,67429,4
48,7FVBZHCF2zqffxQT4C7sb8,Tô Ouvindo Alguém me Chamar (Ao Vivo),38,29CQLw9uLWsl8Qkz9holfr,Racionais MC's,4QvlTHd5GdQje8nxm9Bude,1000 Trutas 1000 Tretas (Ao Vivo),0.475,0.953,10,-4.386,0,0.448,0.135,0.0,0.793,0.527,83.507,132240,4
49,4Nqj9K6kxvIr4PnvtI1RRA,12 de Outubro,40,29CQLw9uLWsl8Qkz9holfr,Racionais MC's,4HcPzKyKVtcZCwJgesoZWn,"Nada Como um Dia Após o Outro Dia, Vol. 1 & 2",0.692,0.206,4,-18.196,1,0.771,0.957,0.0,0.117,0.474,81.896,210707,3
50,0ZMu7guOfQUO4fu5W8VmfB,Diario de um Detento (Ao Vivo),39,29CQLw9uLWsl8Qkz9holfr,Racionais MC's,4QvlTHd5GdQje8nxm9Bude,1000 Trutas 1000 Tretas (Ao Vivo),0.739,0.913,9,-4.453,0,0.312,0.558,0.0,0.347,0.527,87.336,198787,4
51,66s5TDfsJipaB9wPQHSORm,Periferia É Periferia,40,29CQLw9uLWsl8Qkz9holfr,Racionais MC's,1UzrzuOmZfBgXyS3pgKD10,Sobrevivendo no Inferno,0.668,0.712,4,-9.943,0,0.314,0.38,0.0,0.074,0.832,165.462,359027,4
52,5lKGO9kvUqofw6OTAnMpUy,Crime Vai e Vem (Ao Vivo),38,29CQLw9uLWsl8Qkz9holfr,Racionais MC's,4QvlTHd5GdQje8nxm9Bude,1000 Trutas 1000 Tretas (Ao Vivo),0.64,0.856,1,-4.997,1,0.309,0.234,0.0,0.154,0.554,178.036,205040,4
53,7j4NA49Hk8Eh1tIHO0ewu9,Expresso da Meia Noite (Ao Vivo),39,29CQLw9uLWsl8Qkz9holfr,Racionais MC's,4QvlTHd5GdQje8nxm9Bude,1000 Trutas 1000 Tretas (Ao Vivo),0.473,0.727,1,-6.319,1,0.264,0.0308,0.0,0.346,0.0673,82.883,291747,4
54,5RhpE8nYULoYAT5Oy8g9VD,Salve,38,29CQLw9uLWsl8Qkz9holfr,Racionais MC's,1UzrzuOmZfBgXyS3pgKD10,Sobrevivendo no Inferno,0.72,0.391,0,-10.994,1,0.209,0.45,0.0,0.132,0.28,113.815,136000,4
55,502TuAuj6ViVhAaJt8d6HO,. . .,37,29CQLw9uLWsl8Qkz9holfr,Racionais MC's,1UzrzuOmZfBgXyS3pgKD10,Sobrevivendo no Inferno,0.564,0.496,7,-9.59,1,0.205,0.00866,0.569,0.125,0.369,174.64,153800,4
56,1QEit92Juvj8i9QrM60gpn,Fone (Intro),37,29CQLw9uLWsl8Qkz9holfr,Racionais MC's,4HcPzKyKVtcZCwJgesoZWn,"Nada Como um Dia Após o Outro Dia, Vol. 1 & 2",0.62,0.397,4,-8.956,1,0.33,0.912,0.0,0.163,0.673,90.259,116307,5
57,36fttUvKnvYuzB5ASzxhkD,Homem na Estrada,40,29CQLw9uLWsl8Qkz9holfr,Racionais MC's,3RwDSMSj82TPDkKMnamGeZ,Raio X do Brasil,0.748,0.517,7,-14.514,1,0.305,0.296,0.0,0.731,0.855,155.045,521827,4
58,4r4RecPtQVMMVzES53TepN,A Vítima (Ao Vivo),36,29CQLw9uLWsl8Qkz9holfr,Racionais MC's,4QvlTHd5GdQje8nxm9Bude,1000 Trutas 1000 Tretas (Ao Vivo),0.767,0.812,8,-6.584,1,0.23,0.147,0.0,0.632,0.565,82.951,298627,4
59,6l7uyNOOHVO7PZuZRPIHm2,Eu Te Disse,38,29CQLw9uLWsl8Qkz9holfr,Racionais MC's,1CYfSGAq6xQNF5V8CAeP7m,Cores & Valores,0.707,0.73,7,-6.631,1,0.378,0.187,0.0,0.189,0.722,84.801,54339,4
60,4xo4XiELxxKdvCOR3p00EX,O Mau e o Bem,38,29CQLw9uLWsl8Qkz9holfr,Racionais MC's,1CYfSGAq6xQNF5V8CAeP7m,Cores & Valores,0.65,0.811,1,-6.212,0,0.206,0.183,1.18e-06,0.278,0.551,168.684,298830,4
61,1pE4I4yU6NuhJKjGoOWVuP,"1 por Amor, 2 por Dinheiro (Ao Vivo)",37,29CQLw9uLWsl8Qkz9holfr,Racionais MC's,4QvlTHd5GdQje8nxm9Bude,1000 Trutas 1000 Tretas (Ao Vivo),0.726,0.914,10,-3.783,0,0.319,0.368,0.0,0.89,0.642,93.68,457800,4
62,6ZNcr9DyYl3ySLoHPm9cHt,Cores & Valores (Finado,38,29CQLw9uLWsl8Qkz9holfr,Racionais MC's,1CYfSGAq6xQNF5V8CAeP7m,Cores & Valores,0.572,0.772,4,-3.646,1,0.313,0.065,1e-05,0.276,0.77,81.71,120543,4
63,6xmtjVIcjMRdgdB1sywkjb,Trutas e Quebradas,37,29CQLw9uLWsl8Qkz9holfr,Racionais MC's,4HcPzKyKVtcZCwJgesoZWn,"Nada Como um Dia Após o Outro Dia, Vol. 1 & 2",0.567,0.406,0,-10.929,1,0.526,0.944,1.19e-05,0.265,0.592,95.132,377707,4
64,63P6k2OXCGBDrIoMxIk316,Cores & Valores (Preto e Amarelo),37,29CQLw9uLWsl8Qkz9holfr,Racionais MC's,1CYfSGAq6xQNF5V8CAeP7m,Cores & Valores,0.796,0.727,2,-3.587,1,0.25,0.302,0.366,0.137,0.913,109.166,36600,5
65,5Z7IyT472Inrrb220DzJJF,A Escolha Que Eu Fiz,35,29CQLw9uLWsl8Qkz9holfr,Racionais MC's,1CYfSGAq6xQNF5V8CAeP7m,Cores & Valores,0.645,0.808,7,-6.209,0,0.178,0.118,0.0,0.669,0.343,88.045,108820,4
66,1NLmmwS2qMv8YhIRQrCmZ7,Eu Te Proponho,38,29CQLw9uLWsl8Qkz9holfr,Racionais MC's,1CYfSGAq6xQNF5V8CAeP7m,Cores & Valores,0.445,0.883,7,-6.406,0,0.388,0.714,7.9e-05,0.675,0.7,79.49,227746,4
67,6bT78soTSBQhBAbcKCj55W,A Praça,35,29CQLw9uLWsl8Qkz9holfr,Racionais MC's,1CYfSGAq6xQNF5V8CAeP7m,Cores & Valores,0.555,0.749,1,-5.149,1,0.115,0.0109,0.0,0.376,0.254,149.996,168557,4
68,1bLXAPqRamk6BK8mkzvgwd,Coração Barrabaz,32,29CQLw9uLWsl8Qkz9holfr,Racionais MC's,1CYfSGAq6xQNF5V8CAeP7m,Cores & Valores,0.604,0.523,4,-7.468,0,0.0605,0.278,0.268,0.587,0.429,61.841,82940,4
69,336Uc92kf27qpB9P4nuCXk,Fórmula Mágica da Paz (Ao Vivo),22,29CQLw9uLWsl8Qkz9holfr,Racionais MC's,1nuZiJrGdPaY7PPFHdN746,Racionais Ao Vivo,0.675,0.671,11,-8.539,0,0.533,0.313,0.0,0.88,0.693,77.93,635280,4
70,6SJlu8A4ZungYc9zglqVqL,Mano na Porta do Bar,29,29CQLw9uLWsl8Qkz9holfr,Racionais MC's,3RwDSMSj82TPDkKMnamGeZ,Raio X do Brasil,0.796,0.606,1,-12.597,1,0.196,0.121,0.0,0.0835,0.704,91.491,373040,4
71,4mgaNM1ySvj46hBGPMwErr,Capítulo 4 Versículo 3 (Ao Vivo),28,29CQLw9uLWsl8Qkz9holfr,Racionais MC's,1nuZiJrGdPaY7PPFHdN746,Racionais Ao Vivo,0.748,0.691,8,-8.471,0,0.33,0.0507,0.0,0.366,0.878,91.05,478067,4
72,5MS06gIb0ertXR7JENsTQL,Pânico na Zona Sul,28,29CQLw9uLWsl8Qkz9holfr,Racionais MC's,5xQx7NRZ0P9s03owKob8iP,Holocausto Urbano,0.842,0.643,6,-11.739,1,0.254,0.166,4.18e-06,0.138,0.734,94.956,280027,4
73,59bvypeOf7rKhGOrTVDvv1,Júri Racional,25,29CQLw9uLWsl8Qkz9holfr,Racionais MC's,3RwDSMSj82TPDkKMnamGeZ,Raio X do Brasil,0.836,0.606,6,-10.011,0,0.349,0.154,0.0,0.118,0.468,94.768,289440,4
74,6F05XRAmtnot9h1HHAdr30,Pânico na Zona Sul,5,29CQLw9uLWsl8Qkz9holfr,Racionais MC's,46hG1VAPVaqyWRsBhE5T8W,Consciência Black - Vol. I,0.91,0.293,7,-14.624,1,0.482,0.296,0.0,0.0881,0.736,91.189,267400,4
75,59FZYaehyMSwHIP46Cf12F,Tô Ouvindo Alguém Me Chamar (Ao Vivo),21,29CQLw9uLWsl8Qkz9holfr,Racionais MC's,1nuZiJrGdPaY7PPFHdN746,Racionais Ao Vivo,0.692,0.804,9,-9.693,0,0.283,0.192,2.07e-06,0.652,0.73,84.547,651147,4
76,63cu2niWEmBV2HAbWhMZGZ,Voz Ativa,27,29CQLw9uLWsl8Qkz9holfr,Racionais MC's,2QMZRtm35gtG3ZJs0yl9EM,Raio X do Brasil,0.794,0.781,11,-13.517,0,0.103,0.131,0.0,0.309,0.912,91.201,312040,4
77,5cu3Kf5BvRsRkdv6NVIzYN,Mulheres Vulgares,22,29CQLw9uLWsl8Qkz9holfr,Racionais MC's,5xQx7NRZ0P9s03owKob8iP,Holocausto Urbano,0.856,0.466,6,-12.864,0,0.44,0.31,1.29e-05,0.145,0.758,93.633,298267,4
