,track_id,track_name,track_popularity,artist_id,artist_name,album_id,album_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
242,1VwvVtK7KGK8f9tC65FOIh,Isso Não Pode Se Perder,27,2d9LRvQJnAXRijqIJDDs2K,Emicida,1xTiVYWuLx7GkZN9NLRVEs,Emicidio,0.566,0.665,7,-8.463,1,0.325,0.174,0.0,0.755,0.646,88.106,230413,4
243,7macYMax42Gtno0oSrbX8d,Mufete,3,2d9LRvQJnAXRijqIJDDs2K,Emicida,593RZfvtz4IAPWZpELwqDB,"Sobre Crianças, Quadris, Pesadelos e Lições de Casa...",0.714,0.903,2,-5.833,1,0.152,0.0486,8.53e-06,0.293,0.439,93.023,238560,4
244,1c8u8eAFIBHzox24Q9MMRC,Pra Mim (Isso É Viver),29,2d9LRvQJnAXRijqIJDDs2K,Emicida,3ZA85zeudxFA1NGeb6avXS,Pra Quem Já Mordeu um Cachorro por Comida Até Que Eu Cheguei Longe,0.805,0.507,1,-10.198,1,0.367,0.635,0.0,0.129,0.896,89.251,151173,4
245,1iuUsfIr9AlrG5UFk6DLt2,Vacilão,25,2d9LRvQJnAXRijqIJDDs2K,Emicida,36hxSCqB8A4hpUxhrH9zbZ,Sua Mina Ouve Meu Rep Tamem,0.883,0.685,1,-7.881,1,0.278,0.158,0.0,0.574,0.965,90.681,180547,4
246,7i9MpNHuZWqpCSbg6uHBTm,Cidadão,27,2d9LRvQJnAXRijqIJDDs2K,Emicida,3ZA85zeudxFA1NGeb6avXS,Pra Quem Já Mordeu um Cachorro por Comida Até Que Eu Cheguei Longe,0.826,0.682,4,-10.313,0,0.377,0.212,9.79e-06,0.122,0.779,89.823,85920,4
247,6s7zBFmqbgOqixjB8WTHoE,Vou Busca Minha Fulô,27,2d9LRvQJnAXRijqIJDDs2K,Emicida,3ZA85zeudxFA1NGeb6avXS,Pra Quem Já Mordeu um Cachorro por Comida Até Que Eu Cheguei Longe,0.717,0.46,6,-12.419,0,0.41,0.38,0.0,0.384,0.8,92.311,83800,4
248,4d23omGuGadPOnTk8Hay2B,Pequenas Empresas,26,2d9LRvQJnAXRijqIJDDs2K,Emicida,24FRiS4aTYXDcL48UPknP7,Doozicabraba e a Revolução Silenciosa,0.702,0.783,10,-4.865,0,0.269,0.229,0.0,0.22,0.883,84.005,240013,4
249,4voIFUvBEUtBMVBfxyBWJN,Santo Amaro da Purificação,26,2d9LRvQJnAXRijqIJDDs2K,Emicida,1xTiVYWuLx7GkZN9NLRVEs,Emicidio,0.728,0.594,6,-9.813,0,0.584,0.14,0.0,0.412,0.534,79.223,165147,4
250,1fxe4QTVcP32FxjTPDoiZl,Vital,27,2d9LRvQJnAXRijqIJDDs2K,Emicida,1U8sukw1UVGAzxcCXH4P1x,Vital,0.689,0.624,3,-8.879,0,0.401,0.161,0.0,0.106,0.447,128.247,191560,4
251,1Mu24wXS9kB5bxTHeV0OhG,Preciso (Melô do Mundiko),26,2d9LRvQJnAXRijqIJDDs2K,Emicida,3ZA85zeudxFA1NGeb6avXS,Pra Quem Já Mordeu um Cachorro por Comida Até Que Eu Cheguei Longe,0.706,0.558,5,-10.405,0,0.579,0.193,0.0,0.586,0.91,179.289,214920,4
252,2LAhOdcfPJUgWqwm6zmLG6,Avua Besouro,23,2d9LRvQJnAXRijqIJDDs2K,Emicida,1xTiVYWuLx7GkZN9NLRVEs,Emicidio,0.731,0.796,1,-9.249,1,0.424,0.112,4.78e-06,0.0711,0.93,175.547,229613,4
253,67pNalHivsFuW2Kcd2vS7A,Só Mais uma Noite,30,2d9LRvQJnAXRijqIJDDs2K,Emicida,1xTiVYWuLx7GkZN9NLRVEs,Emicidio,0.473,0.85,4,-7.602,0,0.393,0.0311,0.0,0.0658,0.895,126.538,189520,5
254,1oO9SDF8DP30r0opnyesYW,Um Final de Semana,24,2d9LRvQJnAXRijqIJDDs2K,Emicida,1xTiVYWuLx7GkZN9NLRVEs,Emicidio,0.705,0.46,0,-9.396,0,0.293,0.0546,0.0,0.172,0.433,88.954,172733,4
255,669EOlOmIu0bLlJ9EKEFfO,Essa É Pra Você Primo,26,2d9LRvQJnAXRijqIJDDs2K,Emicida,3ZA85zeudxFA1NGeb6avXS,Pra Quem Já Mordeu um Cachorro por Comida Até Que Eu Cheguei Longe,0.812,0.707,1,-5.2,1,0.338,0.326,0.0,0.262,0.483,93.314,227827,4
256,3rXRrdh43uzgmO95GhZTiH,Avuá,30,2d9LRvQJnAXRijqIJDDs2K,Emicida,2JIZcMjZxgLpPhsBaVksiW,Avuá,0.683,0.812,7,-5.115,0,0.39,0.216,0.0,0.115,0.268,127.829,492187,4
257,3njVe1xxVf8LLzIbHYgUbJ,Viva! (Melo dos Vileiro),28,2d9LRvQJnAXRijqIJDDs2K,Emicida,24FRiS4aTYXDcL48UPknP7,Doozicabraba e a Revolução Silenciosa,0.797,0.895,11,-4.849,0,0.353,0.1,0.0,0.238,0.939,81.978,195613,4
258,66nm77ff6ft4sZ7bG5RtDc,Santa Cruz,24,2d9LRvQJnAXRijqIJDDs2K,Emicida,1xTiVYWuLx7GkZN9NLRVEs,Emicidio,0.545,0.618,10,-9.152,0,0.445,0.0652,1.17e-06,0.685,0.721,86.701,223027,4
259,78NuDNTPOSawuaBrcg7Vqe,Selvagem,27,2d9LRvQJnAXRijqIJDDs2K,Emicida,4B3wPgCMLWIERh9QfGaYag,Selvagem,0.738,0.63,11,-8.083,0,0.372,0.18,0.0,0.726,0.359,133.889,264773,4
260,3dHGvbOKarhoCCnO0agLOU,E Agora?,27,2d9LRvQJnAXRijqIJDDs2K,Emicida,1xTiVYWuLx7GkZN9NLRVEs,Emicidio,0.554,0.649,7,-8.342,1,0.503,0.00448,0.0,0.213,0.664,178.383,200067,4
261,3YEu2zvGsP1j30P7MdM8Uk,Licença Aqui,30,2d9LRvQJnAXRijqIJDDs2K,Emicida,24FRiS4aTYXDcL48UPknP7,Doozicabraba e a Revolução Silenciosa,0.562,0.729,2,-4.818,1,0.351,0.0855,0.0,0.0668,0.64,121.376,226440,4
262,3PNPGfkDqzjE8vykLzwJDk,Soldado Sem Bandeira,26,2d9LRvQJnAXRijqIJDDs2K,Emicida,3ZA85zeudxFA1NGeb6avXS,Pra Quem Já Mordeu um Cachorro por Comida Até Que Eu Cheguei Longe,0.794,0.665,10,-9.027,0,0.414,0.146,1.96e-06,0.151,0.576,173.988,209707,4
263,7ud6onCRZu5rUb0MUZoFhX,Emicidio,27,2d9LRvQJnAXRijqIJDDs2K,Emicida,1xTiVYWuLx7GkZN9NLRVEs,Emicidio,0.654,0.749,3,-8.47,0,0.31,0.0588,0.0,0.505,0.84,89.254,204507,4
264,4yN4ZPyoC6xAGMV5kL1zQ6,Hey Rap!,26,2d9LRvQJnAXRijqIJDDs2K,Emicida,3ZA85zeudxFA1NGeb6avXS,Pra Quem Já Mordeu um Cachorro por Comida Até Que Eu Cheguei Longe,0.647,0.765,6,-6.569,1,0.34,0.0304,0.0,0.331,0.824,90.822,127453,4
265,3KbDMWpZCNscdAq7ea2iNW,Pra Não Ter Tempo Ruim,28,2d9LRvQJnAXRijqIJDDs2K,Emicida,3ZA85zeudxFA1NGeb6avXS,Pra Quem Já Mordeu um Cachorro por Comida Até Que Eu Cheguei Longe,0.729,0.672,5,-10.834,0,0.159,0.296,0.0,0.203,0.926,175.858,197747,4
266,047meJmEnLUrFVnz7DTuDx,Vai Ser Rimando,26,2d9LRvQJnAXRijqIJDDs2K,Emicida,3ZA85zeudxFA1NGeb6avXS,Pra Quem Já Mordeu um Cachorro por Comida Até Que Eu Cheguei Longe,0.711,0.706,0,-8.862,1,0.322,0.582,0.0,0.428,0.91,169.92,203307,4
267,6VRxAU85cQfxPjVvJQwiGl,Num Vejo a Hora,30,2d9LRvQJnAXRijqIJDDs2K,Emicida,36hxSCqB8A4hpUxhrH9zbZ,Sua Mina Ouve Meu Rep Tamem,0.74,0.503,5,-9.014,1,0.382,0.505,0.0,0.0675,0.469,87.85,196347,4
268,0jy5rowvJT5t6GQcyU7Md1,Cacariacô,25,2d9LRvQJnAXRijqIJDDs2K,Emicida,24FRiS4aTYXDcL48UPknP7,Doozicabraba e a Revolução Silenciosa,0.548,0.671,7,-6.333,1,0.351,0.233,0.0,0.375,0.612,169.897,156400,3
269,7peVT3FS4rLm0LAFmu6sig,1989,24,2d9LRvQJnAXRijqIJDDs2K,Emicida,24FRiS4aTYXDcL48UPknP7,Doozicabraba e a Revolução Silenciosa,0.737,0.813,1,-5.695,1,0.267,0.198,0.0,0.399,0.537,90.014,176147,4
270,2U9j25wlLoCCekKxulgpty,Fica Mais um Pouco Amor,28,2d9LRvQJnAXRijqIJDDs2K,Emicida,3ZA85zeudxFA1NGeb6avXS,Pra Quem Já Mordeu um Cachorro por Comida Até Que Eu Cheguei Longe,0.811,0.397,1,-15.711,1,0.255,0.128,0.0,0.217,0.809,98.063,146907,4
271,3k5AG1YfQBJxOMEOYdXa6g,Canção para Meus Amigos Mortos,19,2d9LRvQJnAXRijqIJDDs2K,Emicida,24FRiS4aTYXDcL48UPknP7,Doozicabraba e a Revolução Silenciosa,0.696,0.791,4,-5.549,0,0.255,0.0507,0.0,0.146,0.634,93.931,189733,4
272,6c6whZDeo8lbZrXahHjkVO,Novo Nego Véio,20,2d9LRvQJnAXRijqIJDDs2K,Emicida,1xTiVYWuLx7GkZN9NLRVEs,Emicidio,0.781,0.476,8,-9.984,0,0.259,0.00726,0.0,0.0721,0.677,89.147,161600,4
273,2g56r0T9P7IOSI1IFNNWKD,Hoje Cedo,15,2d9LRvQJnAXRijqIJDDs2K,Emicida,393EULGuLWpFjCzcuSSQBF,Hoje Cedo,0.678,0.815,10,-4.978,0,0.337,0.0399,0.0,0.15,0.554,161.882,194080,4
274,3JmHWXE5VeUi0Uhpxbs9v6,Milionário do Sonho,1,2d9LRvQJnAXRijqIJDDs2K,Emicida,4UqGzHq5gbqDhFI27IPVd2,O Glorioso Retorno de Quem Nunca Esteve Aqui,0.78,0.282,11,-11.477,0,0.818,0.443,0.0,0.397,0.908,44.881,50067,3
275,1L2eNp1ppkIwJY9eN0s5tw,Bagaço da Laranja,9,2d9LRvQJnAXRijqIJDDs2K,Emicida,1SYy6QlPiObmtHW2PqpZWu,"Sambabook Zeca Pagodinho, Vol. 2",0.68,0.723,7,-7.261,1,0.353,0.3,0.0,0.337,0.839,115.384,250404,4
276,2YEBWxw7dXdmYFM4VqR3p1,Levanta e Anda,8,2d9LRvQJnAXRijqIJDDs2K,Emicida,4UqGzHq5gbqDhFI27IPVd2,O Glorioso Retorno de Quem Nunca Esteve Aqui,0.633,0.937,9,-4.054,1,0.323,0.0943,0.0,0.378,0.823,89.908,150320,4
277,1uVOvs9a0rDTll1fuDhO7h,A Chapa é Quente - Língua Franca,23,2d9LRvQJnAXRijqIJDDs2K,Emicida,7sBS5jW8aR2EwpRmV5QIFC,A Chapa é Quente (Língua Franca),0.606,0.532,5,-10.524,0,0.427,0.211,0.0,0.125,0.23,120.121,244453,4
278,5AEPgvi0qSS91PQtiV2uzZ,Avua Besouro,7,2d9LRvQJnAXRijqIJDDs2K,Emicida,55w8mp0m9mYuVdFxw7LcrB,Avua Besouro,0.731,0.796,1,-9.252,1,0.424,0.112,4.55e-06,0.0711,0.93,175.547,229613,4
279,6UKPIsuQb5EDvW2nUBzt7g,A Chapa é Quente - Língua Franca,9,2d9LRvQJnAXRijqIJDDs2K,Emicida,2YChVRWTV5GzvdcCFvyoT0,Língua Franca,0.767,0.53,5,-10.558,0,0.357,0.215,0.0,0.129,0.23,120.136,242813,4
280,6toZnqSR81llqIIBHzcVbp,Nosso sonho,2,2d9LRvQJnAXRijqIJDDs2K,Emicida,0M5JZjqHKjNtE61lGDtImh,Torcida Brasil,0.764,0.764,5,-5.793,0,0.0704,0.0332,0.0,0.339,0.63,126.013,344587,4
281,1UknvwkbSx9JsNv2rRmr0a,Haiti/Dedo na Ferida,5,2d9LRvQJnAXRijqIJDDs2K,Emicida,1sGdpZ0Ry0qcNAC6ILv4of,10 Anos de Triunfo (Ao Vivo),0.72,0.741,10,-7.108,0,0.0766,0.487,1.47e-05,0.735,0.551,75.893,257613,4
282,3tshTrW39lVI3tjFhG4I2k,Quero Ver Quarta-Feira - Ao Vivo,1,2d9LRvQJnAXRijqIJDDs2K,Emicida,3U6paWSMDtMZt8khkSHISF,"Rock In Rio - Por uma Música Melhor, Vol.4",0.595,0.855,7,-5.742,0,0.0659,0.0686,0.0,0.651,0.862,86.778,275709,4
283,4uR1EHxlZ8lJshA5AqrJon,Beat Henrique Martins,0,7tEhUjBrqsI7f4QxcdZwy2,emiciDasul,1LV8keM1uCWcg3Tn1G7o6m,Beat Henrique Martins,0.79,0.516,8,-11.878,0,0.117,0.00429,0.953,0.0953,0.502,90.984,105558,4
284,2vi1oW1hZexBEhpTxY7oye,Intro,12,2d9LRvQJnAXRijqIJDDs2K,Emicida,36hxSCqB8A4hpUxhrH9zbZ,Sua Mina Ouve Meu Rep Tamem,0.713,0.333,0,-18.538,0,0.9,0.855,1.17e-06,0.527,0.83,120.902,49000,5
285,4Hb1MqogMXGusJo6RAD2qy,Hoje Cedo,4,2d9LRvQJnAXRijqIJDDs2K,Emicida,4UqGzHq5gbqDhFI27IPVd2,O Glorioso Retorno de Quem Nunca Esteve Aqui,0.678,0.815,10,-4.978,0,0.337,0.0399,0.0,0.15,0.554,161.886,194080,4
286,6sbS5YK2N0Tg4sYQvIci0Z,Trepadeira,3,2d9LRvQJnAXRijqIJDDs2K,Emicida,4UqGzHq5gbqDhFI27IPVd2,O Glorioso Retorno de Quem Nunca Esteve Aqui,0.545,0.721,10,-4.383,0,0.397,0.317,0.0,0.764,0.862,81.013,282800,4
287,7DzjMRWHXCrjyvsUljB1Vn,Bagaço da Laranja,0,2d9LRvQJnAXRijqIJDDs2K,Emicida,2yfxjIrYGOcoAVM8i1gKQS,Sambabook Zeca Pagodinho,0.68,0.723,7,-7.261,1,0.353,0.3,0.0,0.337,0.839,115.384,250404,4
288,0sEoV3qQ7BGp4CdHYCJmUZ,Sodade,2,2d9LRvQJnAXRijqIJDDs2K,Emicida,593RZfvtz4IAPWZpELwqDB,"Sobre Crianças, Quadris, Pesadelos e Lições de Casa...",0.568,0.335,10,-11.493,0,0.0745,0.888,0.0,0.859,0.845,71.138,70627,4
289,4LVhnR8jxeFqDnK19bZCtc,Gênios Invisíveis - Língua Franca,18,2d9LRvQJnAXRijqIJDDs2K,Emicida,2YChVRWTV5GzvdcCFvyoT0,Língua Franca,0.807,0.853,1,-6.746,1,0.145,0.24,1.24e-05,0.0893,0.749,97.012,240160,4
290,4rH2Yzww7Sb3L6NF3mMySu,Zóião,1,2d9LRvQJnAXRijqIJDDs2K,Emicida,4UqGzHq5gbqDhFI27IPVd2,O Glorioso Retorno de Quem Nunca Esteve Aqui,0.715,0.522,11,-9.205,0,0.178,0.0146,0.000121,0.116,0.313,80.476,232547,1
291,2484tvE4r41MHm85lq7z9H,Hino Vira-Lata,2,2d9LRvQJnAXRijqIJDDs2K,Emicida,4UqGzHq5gbqDhFI27IPVd2,O Glorioso Retorno de Quem Nunca Esteve Aqui,0.665,0.936,1,-3.561,1,0.0781,0.0503,0.0,0.16,0.933,91.022,192413,4
292,0pmExfJ9NhCdFgAvdhjNRl,Intro (Shiiiiu!),16,2d9LRvQJnAXRijqIJDDs2K,Emicida,24FRiS4aTYXDcL48UPknP7,Doozicabraba e a Revolução Silenciosa,0.628,0.702,1,-11.394,0,0.421,0.792,0.0178,0.0869,0.224,113.182,136493,5
293,16NGbaZUmYsNOJb1o0KAk5,Egotrip - Língua Franca,9,2d9LRvQJnAXRijqIJDDs2K,Emicida,2YChVRWTV5GzvdcCFvyoT0,Língua Franca,0.808,0.671,4,-5.0,1,0.376,0.161,0.0,0.0176,0.747,90.022,228920,4
294,0NIFvEPGkZodCyN48la4Hd,Quero Ver Quarta-Feira,14,2d9LRvQJnAXRijqIJDDs2K,Emicida,0BOHI5c6ti9LqhICsBeKgk,Quero Ver Quarta-Feira,0.681,0.91,7,-4.034,1,0.29,0.0883,0.0,0.334,0.712,166.02,266053,4
295,1otDo025Yi7BixVS6BgFf9,Alma Gêmea,3,2d9LRvQJnAXRijqIJDDs2K,Emicida,4UqGzHq5gbqDhFI27IPVd2,O Glorioso Retorno de Quem Nunca Esteve Aqui,0.816,0.407,6,-6.029,1,0.0464,0.152,0.000486,0.087,0.712,141.05,239987,3
296,7lvGzIPx6hojokn0PlKYMr,"Yasuke (Bendito, Louvado Seja)",22,2d9LRvQJnAXRijqIJDDs2K,Emicida,4XN0IrRFJ2b2mpZRSKA3t0,"Yasuke (Bendito, Louvado Seja)",0.499,0.703,9,-6.904,0,0.392,0.342,7.21e-06,0.219,0.2,62.421,351210,4
297,12Kj6lgdFeVIcv1CRMc7Nv,"Um, Dois, Três, Quatro",23,2d9LRvQJnAXRijqIJDDs2K,Emicida,3ZA85zeudxFA1NGeb6avXS,Pra Quem Já Mordeu um Cachorro por Comida Até Que Eu Cheguei Longe,0.704,0.849,1,-7.63,0,0.497,0.25,0.0,0.465,0.691,46.073,40267,4
298,1Y1jO8MOK7FpiffWZWFbrc,Quem tem um amigo (tem tudo) [Remix],1,2d9LRvQJnAXRijqIJDDs2K,Emicida,4oCvS1pR4gLyerGSiRoYwG,Quem tem um amigo (tem tudo),0.814,0.921,6,-5.273,0,0.181,0.572,0.0,0.281,0.962,138.988,246533,4
299,55HB8Maxa9dkWs9UDxjPRV,Samba do Fim do Mundo,1,2d9LRvQJnAXRijqIJDDs2K,Emicida,4UqGzHq5gbqDhFI27IPVd2,O Glorioso Retorno de Quem Nunca Esteve Aqui,0.447,0.882,4,-5.984,0,0.401,0.0462,0.0,0.105,0.595,87.943,219200,4
300,6g6H6yu4ppSf6q6kSu4Kj8,Triunfo,17,2d9LRvQJnAXRijqIJDDs2K,Emicida,43kNIcy8nmcjnFVJhJDsQU,Triunfo,0.608,0.909,5,-5.439,0,0.342,0.173,0.0,0.85,0.865,92.172,209373,4
301,1QcodsyoLPPaRKk9CP8KFZ,Quero Ver Quarta-Feira - Ao Vivo,14,2d9LRvQJnAXRijqIJDDs2K,Emicida,4ZLLVCn6RnlENQ0nhAS5sS,Rock In Rio (Ao Vivo),0.55,0.865,7,-5.92,0,0.107,0.0822,0.0,0.943,0.8,86.558,294520,4
302,3G5t1NbHi6bC55IWGF6Tf0,Trabalhadores do Brasil,1,2d9LRvQJnAXRijqIJDDs2K,Emicida,593RZfvtz4IAPWZpELwqDB,"Sobre Crianças, Quadris, Pesadelos e Lições de Casa...",0.8,0.318,2,-12.454,1,0.801,0.69,0.0,0.291,0.732,61.592,82693,3
303,2EiJXgUnQ4P1yCOzucaJr4,Sol de Giz de Cera,2,2d9LRvQJnAXRijqIJDDs2K,Emicida,4UqGzHq5gbqDhFI27IPVd2,O Glorioso Retorno de Quem Nunca Esteve Aqui,0.684,0.407,0,-11.299,0,0.189,0.841,6.85e-05,0.117,0.588,153.899,138320,4
304,3RZIR770tqiIiccinoE5o4,Tão Linda,0,7tEhUjBrqsI7f4QxcdZwy2,emiciDasul,1vON23PwC7W4Sa7gPMwhRm,Tão Linda,0.799,0.51,11,-10.971,0,0.272,0.876,2.09e-06,0.112,0.223,85.982,120067,4
305,70nl77TU9HsvnkqvX3rjiP,Eminência Parda,2,2d9LRvQJnAXRijqIJDDs2K,Emicida,4O8gP39fPgCbcPQfUSSiMI,Eminência Parda,0.789,0.804,10,-5.192,0,0.152,0.295,0.0,0.11,0.267,120.043,244947,4
306,3HwQeHdIeBqiMltNdz6Obm,Volúpia,25,2d9LRvQJnAXRijqIJDDs2K,Emicida,36hxSCqB8A4hpUxhrH9zbZ,Sua Mina Ouve Meu Rep Tamem,0.791,0.409,8,-8.484,0,0.35,0.428,6.72e-06,0.0437,0.555,94.004,172667,4
307,6f7Am9gKBzcYq4N1VT2mNs,Chegaí,23,2d9LRvQJnAXRijqIJDDs2K,Emicida,36hxSCqB8A4hpUxhrH9zbZ,Sua Mina Ouve Meu Rep Tamem,0.801,0.523,4,-7.963,0,0.333,0.00376,0.0,0.0271,0.563,87.973,171960,4
308,6WEnwoDXLxbPKqSzNGpfEI,De Onde Cê Vem?!,24,2d9LRvQJnAXRijqIJDDs2K,Emicida,1xTiVYWuLx7GkZN9NLRVEs,Emicidio,0.586,0.827,8,-8.772,1,0.563,0.0731,0.0,0.39,0.85,96.222,262333,4
309,1BwgNjYeQMHNvKe1BkK0tY,Gueto,1,2d9LRvQJnAXRijqIJDDs2K,Emicida,4UqGzHq5gbqDhFI27IPVd2,O Glorioso Retorno de Quem Nunca Esteve Aqui,0.701,0.93,0,-4.163,1,0.0885,0.0361,0.0,0.391,0.74,139.922,184093,4
310,3G3PPoNXTdirajaiIFh11y,Ubuntu Fristaili,3,2d9LRvQJnAXRijqIJDDs2K,Emicida,4UqGzHq5gbqDhFI27IPVd2,O Glorioso Retorno de Quem Nunca Esteve Aqui,0.611,0.691,7,-5.09,1,0.42,0.0699,0.0,0.22,0.712,134.827,286827,4
311,6TLIt57cUgzDKKTZEzYdlg,Viva (Melô Dos Vileiros) - Ao Vivo,11,2d9LRvQJnAXRijqIJDDs2K,Emicida,4ZLLVCn6RnlENQ0nhAS5sS,Rock In Rio (Ao Vivo),0.612,0.854,9,-5.542,0,0.188,0.497,0.0,0.667,0.805,86.863,206520,4
312,5wReRZzvcoqBmqHBB1tXeQ,Dasul Beats,0,7tEhUjBrqsI7f4QxcdZwy2,emiciDasul,5PL1t0K3iKhKLFSXRIGjX2,Dasul Beats,0.874,0.426,1,-11.807,0,0.191,0.0909,0.95,0.108,0.243,129.96,173702,4
313,5NCCdivQoIpi1QZiDPmG57,Minha Vida - Remix,23,2d9LRvQJnAXRijqIJDDs2K,Emicida,7vHi7lo1mCDyDvbLBy1u2c,Minha Vida (Remix),0.491,0.771,5,-7.954,0,0.297,0.287,0.0,0.144,0.567,82.862,371905,4
314,5iViZcKCanP4yErG6qkanf,Moleque Atrevido,17,2d9LRvQJnAXRijqIJDDs2K,Emicida,4Xz2O4khnDnU6sdp7ROjaF,"Sambabook Jorge Aragão, Vol. 1",0.808,0.558,0,-10.239,1,0.0765,0.519,0.0,0.358,0.942,104.084,163893,4
315,75F56M3TO2L43mfLHdcZZh,Ideal - Língua Franca,15,2d9LRvQJnAXRijqIJDDs2K,Emicida,2YChVRWTV5GzvdcCFvyoT0,Língua Franca,0.877,0.727,1,-7.052,1,0.0727,0.0187,0.0,0.345,0.798,95.036,203373,4
316,50xsvLjX30CMYTFGuItn0W,Maracatu atômico,2,2d9LRvQJnAXRijqIJDDs2K,Emicida,0M5JZjqHKjNtE61lGDtImh,Torcida Brasil,0.512,0.789,1,-7.592,1,0.199,0.0287,8.57e-06,0.65,0.362,172.086,281413,4
317,0aLHKvkW5uSHYkZtJL6k4C,Crisântemo,8,2d9LRvQJnAXRijqIJDDs2K,Emicida,0Vd6p2q0LN9kjrS7WL89E3,Crisântemo,0.707,0.698,10,-6.896,0,0.41,0.318,4.15e-06,0.109,0.627,145.903,314440,4
318,2r7eWo3VZYJXVMtziQJHL6,Moleque Atrevido,0,2d9LRvQJnAXRijqIJDDs2K,Emicida,13GbSUVtxFeIZ0AdAvPSxe,"Sambabook Jorge Aragão, Vol. 3",0.808,0.558,0,-10.239,1,0.0765,0.519,0.0,0.358,0.942,104.084,163893,4
319,19eRmnU9m1SWl9c8MBYY5a,Bang!,3,2d9LRvQJnAXRijqIJDDs2K,Emicida,4UqGzHq5gbqDhFI27IPVd2,O Glorioso Retorno de Quem Nunca Esteve Aqui,0.669,0.794,5,-5.259,0,0.32,0.112,0.0,0.131,0.847,76.91,290480,4
320,4GAI9vVLUHy5fRPFjkezUa,Amigos - Língua Franca,13,2d9LRvQJnAXRijqIJDDs2K,Emicida,2YChVRWTV5GzvdcCFvyoT0,Língua Franca,0.62,0.586,1,-7.226,0,0.0448,0.0189,0.0,0.381,0.28,82.028,217213,4
321,6gP8IkYbKfR5VZaOiZOFgY,AFROdite - Língua Franca,11,2d9LRvQJnAXRijqIJDDs2K,Emicida,2YChVRWTV5GzvdcCFvyoT0,Língua Franca,0.782,0.725,4,-7.162,0,0.1,0.335,0.0,0.0945,0.896,87.989,242467,4
322,4Qu1lQg9LBnhuI047ODnuU,Crisântemo,2,2d9LRvQJnAXRijqIJDDs2K,Emicida,4UqGzHq5gbqDhFI27IPVd2,O Glorioso Retorno de Quem Nunca Esteve Aqui,0.707,0.698,10,-6.895,0,0.41,0.318,4.15e-06,0.109,0.627,145.903,314440,4
323,5UhJAzVUZV0NDjzSFSxaqo,Ela - Língua Franca,12,2d9LRvQJnAXRijqIJDDs2K,Emicida,2YChVRWTV5GzvdcCFvyoT0,Língua Franca,0.447,0.52,6,-10.283,1,0.263,0.343,0.0,0.0865,0.23,170.122,225733,4
324,3WfVv91pGjiiVIcYFaKsUt,Quem tem um amigo (tem tudo),2,2d9LRvQJnAXRijqIJDDs2K,Emicida,4oCvS1pR4gLyerGSiRoYwG,Quem tem um amigo (tem tudo),0.812,0.903,1,-5.499,0,0.142,0.626,0.0,0.282,0.937,139.022,249000,4
